whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,headerZoom1.started,zoomSetupText1.started,joinAudio.started,instructContinue10.started,key_resp_26.started,key_resp_26.keys,key_resp_26.rt,zoomSetupText2.started,meetingControls.started,instructContinue11.started,key_resp_27.started,key_resp_27.keys,key_resp_27.rt,zoomSetupText3.started,microphoneImage.started,instructContinue12.started,key_resp_28.started,key_resp_28.keys,key_resp_28.rt,zoomSetupText4.started,recordToComp.started,instructContinue13.started,greenConfirmBar.started,key_resp_29.started,key_resp_29.keys,key_resp_29.rt,zoomSetupText5.started,hideControls.started,instructContinue14.started,key_resp_30.started,key_resp_30.keys,key_resp_30.rt,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_centerImg.started,prac_stim_keyResp.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_centerImg.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,id,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-236-090-N.jpg,"[0.035, 0.035]",0,0,0,0,0,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9839679358717435,93.14479559939355,93.14479559939355,93.14479559939355,93.14479559939355,93.35835269931704,93.50809230003506,97.31196649931371,97.31196649931371,['s'],[0.6018261006101966],1,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-250-157-N.jpg,"[0.035, 0.035]",0,0,0,0,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.917835671342685,97.31196649931371,97.31196649931371,97.31196649931371,97.31196649931371,97.52448419947177,97.67446079943329,101.40648039989173,101.40648039989173,['s'],[0.5678142001852393],1,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-214-075-N.jpg,"[0.035, 0.035]",0,0,0,0,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5330661322645294,101.40648039989173,101.40648039989173,101.40648039989173,101.40648039989173,101.60783880017698,101.75738659966737,105.10345749929547,105.10345749929547,['s'],[0.5923784002661705],1,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-644-306-1-N.jpg,"[0.035, 0.035]",0,0,0,0,0,18,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.846693386773547,105.10345749929547,105.10345749929547,105.10345749929547,105.10345749929547,105.3072410998866,105.45694530010223,109.13821079954505,109.13821079954505,['k'],[0.532706300728023],1,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-211-128-N.jpg,"[0.035, 0.035]",0,0,0,0,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.539078156312625,109.13821079954505,109.13821079954505,109.13821079954505,109.13821079954505,109.34016789961606,109.4897003993392,112.68826299998909,112.68826299998909,['k'],[0.5206540999934077],1,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_practice.csv,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.68826299998909,112.68826299998909,112.68826299998909,k,349.74978370033205,,,,,,,,,,,,,,,,,,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-236-072-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,5,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.9446430001408,3.7935871743486973,,,,,,,,,,,0,,,,,,462.50143940001726,462.50143940001726,k,16.410333700478077,481.18074169941247,481.18074169941247,481.18074169941247,481.18074169941247,481.18074169941247,481.38598569948226,481.5359184993431,485.1501612998545,485.1501612998545,485.1501612998545,['k'],[0.5432468997314572],,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-331-010-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,5,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.624248496993988,,,,,,,,,,,1,,,,,,,,,,485.1501612998545,485.1501612998545,485.1501612998545,485.1501612998545,485.1501612998545,485.3525462001562,485.5020483992994,488.9482840001583,488.9482840001583,488.9482840001583,['k'],[0.579360100440681],,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-216-132-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,5,0,2,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.970941883767535,,,,,,,,,,,1,,,,,,,,,,488.9482840001583,488.9482840001583,488.9482840001583,488.9482840001583,488.9482840001583,489.1521218996495,489.3018535999581,493.14407300017774,493.14407300017774,493.14407300017774,['k'],[0.4767575999721885],,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-204-001-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,5,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.664328657314629,,,,,,,,,,,1,,,,,,,,,,493.14407300017774,493.14407300017774,493.14407300017774,493.14407300017774,493.14407300017774,493.35176919959486,493.5012921001762,496.9778311997652,496.9778311997652,496.9778311997652,['s'],[0.742106900550425],,,001,2022-11-09_14h15.41.253,mini_mfe_online,2022.2.4,60.01849774403631,
