headerZoom1.started,zoomSetupText1.started,joinAudio.started,instructContinue10.started,key_resp_26.started,id,date,expName,psychopyVersion,frameRate,
29.24688319955021,29.24688319955021,29.24688319955021,29.24688319955021,29.24688319955021,,,,,,
