surpriseFaces,new
img/neutralC/CFD-BF-041-001-N.jpg,0
img/neutralC/CFD-MM-303-002-N.jpg,1
img/neutralC/CFD-WM-039-018-N.jpg,0
img/neutralC/CFD-BM-217-082-N.jpg,0
img/neutralC/CFD-LM-231-214-N.jpg,0
img/neutralC/CFD-WM-224-197-N.jpg,0
img/neutralC/CFD-BM-209-088-N.jpg,0
img/neutralC/CFD-IF-737-104-N.jpg,0
img/neutralC/CFD-IF-610-766-N.jpg,0
img/neutralC/CFD-IM-675-015-N.jpg,0
img/neutralC/CFD-WF-018-017-N.jpg,0
img/neutralC/CFD-IM-694-297-N.jpg,0
img/neutralC/CFD-WF-205-006-N.jpg,0
img/neutralC/CFD-AF-215-70-N.jpg,1
img/neutralC/CFD-IM-657-308-N.jpg,1
img/neutralC/CFD-WM-255-219-N.jpg,1
img/neutralC/CFD-BM-247-240-N.jpg,0
img/neutralC/CFD-WF-012-002-N.jpg,1
img/neutralC/CFD-WM-252-224-N.jpg,1
img/neutralC/CFD-MM-314-062-N.jpg,1
img/neutralC/CFD-AM-228-214-N.jpg,0
img/neutralC/CFD-LM-210-156-N.jpg,1
img/neutralC/CFD-IM-655-234-N.jpg,0
img/neutralC/CFD-WF-236-107-N.jpg,0
img/neutralC/CFD-WF-014-002-N.jpg,0
img/neutralC/CFD-LF-209-072-N.jpg,1
img/neutralC/CFD-WM-247-084-N.jpg,0
img/neutralC/CFD-LM-226-175-N.jpg,1
img/neutralC/CFD-AF-229-160-N.jpg,0
img/neutralC/CFD-IM-712-005-N.jpg,0
img/neutralC/CFD-BF-203-184-N.jpg,0
img/neutralC/CFD-BF-216-132-N.jpg,0
img/neutralC/CFD-BM-252-161-N.jpg,0
img/neutralC/CFD-BM-235-226-N.jpg,1
img/neutralC/CFD-MF-307-002-N.jpg,1
img/neutralC/CFD-IM-699-002-N.jpg,0
img/neutralC/CFD-AF-241-141-N.jpg,0
img/neutralC/CFD-BM-041-035-N.jpg,0
img/neutralC/CFD-LF-231-260-N.jpg,0
img/neutralC/CFD-WM-035-032-N.jpg,0
img/neutralC/CFD-BF-201-080-N.jpg,1
img/neutralC/CFD-LM-238-129-N.jpg,1
img/neutralC/CFD-IF-650-315-N.jpg,0
img/neutralC/CFD-AM-238-269-N.jpg,0
img/neutralC/CFD-BM-001-014-N.jpg,0
img/neutralC/CFD-BF-037-022-N.jpg,1
img/neutralC/CFD-LM-229-187-N.jpg,0
img/neutralC/CFD-AM-247-165-N.jpg,1
img/neutralC/CFD-IM-688-322-N.jpg,0
img/neutralC/CFD-WM-200-034-N.jpg,1
img/neutralC/CFD-WF-241-210-N.jpg,1
img/neutralC/CFD-BF-223-250-N.jpg,0
img/neutralC/CFD-WM-015-002-N.jpg,0
img/neutralC/CFD-BM-029-024-N.jpg,1
img/neutralC/CFD-LM-220-329-N.jpg,0
img/neutralC/CFD-IF-642-295-N.jpg,0
img/neutralC/CFD-BM-243-218-N.jpg,0
img/neutralC/CFD-WF-005-010-N.jpg,0
img/neutralC/CFD-IF-631-363-N.jpg,1
img/neutralC/CFD-MM-301-011-N.jpg,0
img/neutralC/CFD-IF-629-234-N.jpg,1
img/neutralC/CFD-BM-016-036-N.jpg,0
img/neutralC/CFD-WF-023-003-N.jpg,0
img/neutralC/CFD-BF-008-001-N.jpg,0
img/neutralC/CFD-WF-246-087-N.jpg,0
img/neutralC/CFD-BF-004-014-N.jpg,0
img/neutralC/CFD-WF-249-126-N.jpg,0
img/neutralC/CFD-WF-025-019-N.jpg,0
img/neutralC/CFD-LF-207-198-N.jpg,1
img/neutralC/CFD-MM-306-010-N.jpg,1
img/neutralC/CFD-BM-253-004-N.jpg,0
img/neutralC/CFD-AM-243-212-N.jpg,1
